Depot A 1 traded 1 product A for 14$. New balance is 119, stock remaining is 34
Depot C 2 traded 1 product C for 18$. New balance is 172, stock remaining is 31
Depot C 2 traded 1 product C for 18$. New balance is 190, stock remaining is 30
Depot C 2 traded 1 product C for 18$. New balance is 208, stock remaining is 29
Depot C 2 traded 1 product C for 18$. New balance is 226, stock remaining is 28
Depot C 2 traded 1 product C for 18$. New balance is 244, stock remaining is 27
Depot C 2 traded 1 product C for 18$. New balance is 262, stock remaining is 26
Depot C 2 traded 1 product C for 18$. New balance is 280, stock remaining is 25
Depot C 2 traded 1 product C for 18$. New balance is 298, stock remaining is 24
Depot C 2 traded 1 product C for 18$. New balance is 316, stock remaining is 23
Depot C 2 traded 1 product C for 18$. New balance is 334, stock remaining is 22
Depot C 2 traded 1 product C for 18$. New balance is 352, stock remaining is 21
Depot C 2 traded 1 product C for 18$. New balance is 370, stock remaining is 20
Depot C 2 traded 1 product C for 18$. New balance is 388, stock remaining is 19
Depot C 2 traded 1 product C for 18$. New balance is 406, stock remaining is 18
Depot C 2 traded 1 product C for 18$. New balance is 424, stock remaining is 17
Depot C 2 traded 1 product C for 18$. New balance is 442, stock remaining is 16
Depot C 2 traded 1 product C for 18$. New balance is 460, stock remaining is 15
Depot C 3 traded 1 product C for 6$. New balance is 89, stock remaining is 16
Depot C 3 traded 1 product C for 6$. New balance is 95, stock remaining is 15
Depot C 5 traded 1 product C for 2$. New balance is 102, stock remaining is 33
Depot C 5 traded 1 product C for 2$. New balance is 104, stock remaining is 32
Depot C 5 traded 1 product C for 2$. New balance is 106, stock remaining is 31
Depot C 5 traded 1 product C for 2$. New balance is 108, stock remaining is 30
Depot C 5 traded 1 product C for 2$. New balance is 110, stock remaining is 29
Depot C 5 traded 1 product C for 2$. New balance is 112, stock remaining is 28
Depot C 5 traded 1 product C for 2$. New balance is 114, stock remaining is 27
Depot C 5 traded 1 product C for 2$. New balance is 116, stock remaining is 26
Depot C 5 traded 1 product C for 2$. New balance is 118, stock remaining is 25
Depot C 5 traded 1 product C for 2$. New balance is 120, stock remaining is 24
Depot C 5 traded 1 product C for 2$. New balance is 122, stock remaining is 23
Depot C 5 traded 1 product C for 2$. New balance is 124, stock remaining is 22
Depot C 5 traded 1 product C for 2$. New balance is 126, stock remaining is 21
Depot C 5 traded 1 product C for 2$. New balance is 128, stock remaining is 20
Depot C 5 traded 1 product C for 2$. New balance is 130, stock remaining is 19
Depot C 5 traded 1 product C for 2$. New balance is 132, stock remaining is 18
Depot C 5 traded 1 product C for 2$. New balance is 134, stock remaining is 17
Depot C 5 traded 1 product C for 2$. New balance is 136, stock remaining is 16
Depot C 5 traded 1 product C for 2$. New balance is 138, stock remaining is 15
Depot C 6 traded 1 product C for 6$. New balance is 90, stock remaining is 17
Depot C 6 traded 1 product C for 6$. New balance is 96, stock remaining is 16
Depot C 6 traded 1 product C for 6$. New balance is 102, stock remaining is 15
Depot C 7 traded 1 product C for 12$. New balance is 68, stock remaining is 23
Depot C 7 traded 1 product C for 12$. New balance is 80, stock remaining is 22
Depot C 7 traded 1 product C for 12$. New balance is 92, stock remaining is 21
Depot C 7 traded 1 product C for 12$. New balance is 104, stock remaining is 20
Depot C 7 traded 1 product C for 12$. New balance is 116, stock remaining is 19
Depot C 7 traded 1 product C for 12$. New balance is 128, stock remaining is 18
Depot C 7 traded 1 product C for 12$. New balance is 140, stock remaining is 17
Depot C 7 traded 1 product C for 12$. New balance is 152, stock remaining is 16
Depot C 7 traded 1 product C for 12$. New balance is 164, stock remaining is 15
Depot C 8 traded 1 product C for 14$. New balance is 111, stock remaining is 33
Depot C 8 traded 1 product C for 14$. New balance is 125, stock remaining is 32
Depot C 8 traded 1 product C for 14$. New balance is 139, stock remaining is 31
Depot C 8 traded 1 product C for 14$. New balance is 153, stock remaining is 30
Depot C 8 traded 1 product C for 14$. New balance is 167, stock remaining is 29
Depot C 8 traded 1 product C for 14$. New balance is 181, stock remaining is 28
Depot C 8 traded 1 product C for 14$. New balance is 195, stock remaining is 27
Depot C 8 traded 1 product C for 14$. New balance is 209, stock remaining is 26
Depot C 8 traded 1 product C for 14$. New balance is 223, stock remaining is 25
Depot C 8 traded 1 product C for 14$. New balance is 237, stock remaining is 24
Depot C 8 traded 1 product C for 14$. New balance is 251, stock remaining is 23
Depot C 8 traded 1 product C for 14$. New balance is 265, stock remaining is 22
Depot C 8 traded 1 product C for 14$. New balance is 279, stock remaining is 21
Depot C 8 traded 1 product C for 14$. New balance is 293, stock remaining is 20
Depot C 8 traded 1 product C for 14$. New balance is 307, stock remaining is 19
Depot C 8 traded 1 product C for 14$. New balance is 321, stock remaining is 18
Depot C 8 traded 1 product C for 14$. New balance is 335, stock remaining is 17
Depot C 8 traded 1 product C for 14$. New balance is 349, stock remaining is 16
Depot C 8 traded 1 product C for 14$. New balance is 363, stock remaining is 15
Depot C 9 traded 1 product C for 18$. New balance is 113, stock remaining is 26
Depot C 9 traded 1 product C for 18$. New balance is 131, stock remaining is 25
Depot C 9 traded 1 product C for 18$. New balance is 149, stock remaining is 24
Depot C 9 traded 1 product C for 18$. New balance is 167, stock remaining is 23
Depot C 9 traded 1 product C for 18$. New balance is 185, stock remaining is 22
Depot C 9 traded 1 product C for 18$. New balance is 203, stock remaining is 21
Depot C 9 traded 1 product C for 18$. New balance is 221, stock remaining is 20
Depot C 9 traded 1 product C for 18$. New balance is 239, stock remaining is 19
Depot C 9 traded 1 product C for 18$. New balance is 257, stock remaining is 18
Depot C 9 traded 1 product C for 18$. New balance is 275, stock remaining is 17
Depot C 9 traded 1 product C for 18$. New balance is 293, stock remaining is 16
Depot C 9 traded 1 product C for 18$. New balance is 311, stock remaining is 15
Depot C 10 traded 1 product C for 2$. New balance is 64, stock remaining is 37
Depot C 10 traded 1 product C for 2$. New balance is 66, stock remaining is 36
Depot C 10 traded 1 product C for 2$. New balance is 68, stock remaining is 35
Depot C 10 traded 1 product C for 2$. New balance is 70, stock remaining is 34
Depot C 10 traded 1 product C for 2$. New balance is 72, stock remaining is 33
Depot C 10 traded 1 product C for 2$. New balance is 74, stock remaining is 32
Depot C 10 traded 1 product C for 2$. New balance is 76, stock remaining is 31
Depot C 10 traded 1 product C for 2$. New balance is 78, stock remaining is 30
Depot C 10 traded 1 product C for 2$. New balance is 80, stock remaining is 29
Depot C 10 traded 1 product C for 2$. New balance is 82, stock remaining is 28
Depot C 10 traded 1 product C for 2$. New balance is 84, stock remaining is 27
Depot C 10 traded 1 product C for 2$. New balance is 86, stock remaining is 26
Depot C 10 traded 1 product C for 2$. New balance is 88, stock remaining is 25
Depot C 10 traded 1 product C for 2$. New balance is 90, stock remaining is 24
Depot C 10 traded 1 product C for 2$. New balance is 92, stock remaining is 23
Depot C 10 traded 1 product C for 2$. New balance is 94, stock remaining is 22
Depot C 10 traded 1 product C for 2$. New balance is 96, stock remaining is 21
Depot C 10 traded 1 product C for 2$. New balance is 98, stock remaining is 20
Depot C 10 traded 1 product C for 2$. New balance is 100, stock remaining is 19
Depot C 10 traded 1 product C for 2$. New balance is 102, stock remaining is 18
Depot C 10 traded 1 product C for 2$. New balance is 104, stock remaining is 17
Depot C 10 traded 1 product C for 2$. New balance is 106, stock remaining is 16
Depot C 10 traded 1 product C for 2$. New balance is 108, stock remaining is 15
Depot C 12 traded 1 product C for 10$. New balance is 70, stock remaining is 34
Depot C 12 traded 1 product C for 10$. New balance is 80, stock remaining is 33
Depot C 12 traded 1 product C for 10$. New balance is 90, stock remaining is 32
Depot C 12 traded 1 product C for 10$. New balance is 100, stock remaining is 31
Depot C 12 traded 1 product C for 10$. New balance is 110, stock remaining is 30
Depot C 12 traded 1 product C for 10$. New balance is 120, stock remaining is 29
Depot C 12 traded 1 product C for 10$. New balance is 130, stock remaining is 28
Depot C 12 traded 1 product C for 10$. New balance is 140, stock remaining is 27
Depot C 12 traded 1 product C for 10$. New balance is 150, stock remaining is 26
Depot C 12 traded 1 product C for 10$. New balance is 160, stock remaining is 25
Depot C 12 traded 1 product C for 10$. New balance is 170, stock remaining is 24
Depot C 12 traded 1 product C for 10$. New balance is 180, stock remaining is 23
Depot C 12 traded 1 product C for 10$. New balance is 190, stock remaining is 22
Depot C 12 traded 1 product C for 10$. New balance is 200, stock remaining is 21
Depot C 12 traded 1 product C for 10$. New balance is 210, stock remaining is 20
Depot C 12 traded 1 product C for 10$. New balance is 220, stock remaining is 19
Depot C 12 traded 1 product C for 10$. New balance is 230, stock remaining is 18
Depot C 12 traded 1 product C for 10$. New balance is 240, stock remaining is 17
Depot C 12 traded 1 product C for 10$. New balance is 250, stock remaining is 16
Depot C 12 traded 1 product C for 10$. New balance is 260, stock remaining is 15
Depot C 13 traded 1 product C for 2$. New balance is 56, stock remaining is 21
Depot C 13 traded 1 product C for 2$. New balance is 58, stock remaining is 20
Depot C 13 traded 1 product C for 2$. New balance is 60, stock remaining is 19
Depot C 13 traded 1 product C for 2$. New balance is 62, stock remaining is 18
Depot C 13 traded 1 product C for 2$. New balance is 64, stock remaining is 17
Depot C 13 traded 1 product C for 2$. New balance is 66, stock remaining is 16
Depot C 13 traded 1 product C for 2$. New balance is 68, stock remaining is 15
Depot C 14 traded 1 product C for 20$. New balance is 98, stock remaining is 30
Depot C 14 traded 1 product C for 20$. New balance is 118, stock remaining is 29
Depot C 14 traded 1 product C for 20$. New balance is 138, stock remaining is 28
Depot C 14 traded 1 product C for 20$. New balance is 158, stock remaining is 27
Depot C 14 traded 1 product C for 20$. New balance is 178, stock remaining is 26
Depot C 14 traded 1 product C for 20$. New balance is 198, stock remaining is 25
Depot C 14 traded 1 product C for 20$. New balance is 218, stock remaining is 24
Depot C 14 traded 1 product C for 20$. New balance is 238, stock remaining is 23
Depot C 14 traded 1 product C for 20$. New balance is 258, stock remaining is 22
Depot C 14 traded 1 product C for 20$. New balance is 278, stock remaining is 21
Depot C 14 traded 1 product C for 20$. New balance is 298, stock remaining is 20
Depot C 14 traded 1 product C for 20$. New balance is 318, stock remaining is 19
Depot C 14 traded 1 product C for 20$. New balance is 338, stock remaining is 18
Depot C 14 traded 1 product C for 20$. New balance is 358, stock remaining is 17
Depot C 14 traded 1 product C for 20$. New balance is 378, stock remaining is 16
Depot C 14 traded 1 product C for 20$. New balance is 398, stock remaining is 15
Depot C 17 traded 1 product C for 8$. New balance is 65, stock remaining is 17
Depot C 17 traded 1 product C for 8$. New balance is 73, stock remaining is 16
Depot C 17 traded 1 product C for 8$. New balance is 81, stock remaining is 15
Depot C 18 traded 1 product C for 18$. New balance is 69, stock remaining is 30
Depot C 18 traded 1 product C for 18$. New balance is 87, stock remaining is 29
Depot C 18 traded 1 product C for 18$. New balance is 105, stock remaining is 28
Depot C 18 traded 1 product C for 18$. New balance is 123, stock remaining is 27
Depot C 18 traded 1 product C for 18$. New balance is 141, stock remaining is 26
Depot C 18 traded 1 product C for 18$. New balance is 159, stock remaining is 25
